eligibility_id,employee_id,dependent_id,plan_id,eligibility_start_date,eligibility_end_date,eligibility_status,approval_timestamp,source_system
ELG000000025,EE0000010,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000026,EE0000010,,PLN-DIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000027,EE0000011,,PLN-MED-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000028,EE0000011,,PLN-DEN-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000029,EE0000011,,PLN-VIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000030,EE0000011,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000031,EE0000012,,PLN-MED-008,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000032,EE0000012,,PLN-DEN-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000033,EE0000012,,PLN-VIS-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000034,EE0000012,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000035,EE0000013,,PLN-MED-005,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000036,EE0000013,,PLN-DEN-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000037,EE0000013,,PLN-VIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000038,EE0000013,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000039,EE0000014,,PLN-MED-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000040,EE0000014,,PLN-DEN-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000041,EE0000014,,PLN-VIS-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000042,EE0000014,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000043,EE0000014,,PLN-DIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000044,EE0000015,,PLN-MED-007,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000045,EE0000015,,PLN-DEN-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000046,EE0000015,,PLN-VIS-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000047,EE0000015,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000048,EE0000015,,PLN-DIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000049,EE0000017,,PLN-MED-007,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000050,EE0000017,,PLN-DEN-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000051,EE0000017,,PLN-VIS-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000052,EE0000017,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000053,EE0000018,,PLN-MED-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000054,EE0000018,,PLN-DEN-001,2026-01-08,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000055,EE0000018,,PLN-VIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000056,EE0000018,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000057,EE0000018,,PLN-DIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000058,EE0000020,,PLN-MED-008,2026-06-15,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000059,EE0000020,,PLN-DEN-004,2026-06-15,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000060,EE0000020,,PLN-VIS-004,2026-06-15,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000061,EE0000020,,PLN-LIF-001,2026-06-15,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000062,EE0000020,,PLN-DIS-001,2026-06-15,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000063,EE0000021,,PLN-MED-008,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000064,EE0000021,,PLN-DEN-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000065,EE0000021,,PLN-VIS-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000066,EE0000021,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000067,EE0000022,,PLN-MED-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000068,EE0000022,,PLN-DEN-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000069,EE0000022,,PLN-VIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000070,EE0000022,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000071,EE0000023,,PLN-MED-007,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000072,EE0000023,,PLN-DEN-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000073,EE0000023,,PLN-VIS-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000074,EE0000023,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000075,EE0000025,,PLN-MED-003,2026-01-15,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000076,EE0000025,,PLN-DEN-003,2026-01-15,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000077,EE0000025,,PLN-VIS-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000078,EE0000025,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000079,EE0000026,,PLN-MED-005,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000080,EE0000026,,PLN-DEN-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000081,EE0000026,,PLN-VIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000082,EE0000026,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000083,EE0000027,,PLN-MED-005,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000084,EE0000027,,PLN-DEN-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000085,EE0000027,,PLN-VIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000086,EE0000027,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000087,EE0000029,,PLN-MED-007,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000088,EE0000029,,PLN-DEN-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000089,EE0000029,,PLN-VIS-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000090,EE0000029,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000091,EE0000029,,PLN-DIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000092,EE0000030,,PLN-MED-001,2026-04-18,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000093,EE0000030,,PLN-MED-001,2026-04-18,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000094,EE0000030,,PLN-DEN-001,2026-04-18,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000095,EE0000030,,PLN-VIS-001,2026-04-18,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000096,EE0000030,,PLN-LIF-001,2026-04-18,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000097,EE0000031,,PLN-MED-008,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000098,EE0000031,,PLN-DEN-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000099,EE0000031,,PLN-VIS-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000100,EE0000031,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000101,EE0000031,,PLN-DIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000102,EE0000032,,PLN-MED-007,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000103,EE0000032,,PLN-DEN-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000104,EE0000032,,PLN-VIS-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000105,EE0000032,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000106,EE0000033,,PLN-MED-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000107,EE0000033,,PLN-DEN-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000108,EE0000033,,PLN-VIS-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000109,EE0000033,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000110,EE0000034,,PLN-MED-002,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000111,EE0000034,,PLN-DEN-002,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000112,EE0000034,,PLN-VIS-002,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000113,EE0000034,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000114,EE0000038,,PLN-MED-003,2026-04-19,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000115,EE0000038,,PLN-DEN-003,2026-04-19,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000116,EE0000038,,PLN-VIS-003,2026-04-19,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000117,EE0000038,,PLN-LIF-001,2026-04-19,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000118,EE0000039,,PLN-MED-008,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000119,EE0000039,,PLN-DEN-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000120,EE0000039,,PLN-VIS-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000121,EE0000039,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000122,EE0000039,,PLN-DIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000123,EE0000040,,PLN-MED-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000124,EE0000040,,PLN-DEN-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000125,EE0000040,,PLN-VIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000126,EE0000040,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000127,EE0000041,,PLN-MED-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000128,EE0000041,,PLN-DEN-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000129,EE0000041,,PLN-VIS-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000130,EE0000041,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000131,EE0000042,,PLN-MED-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000132,EE0000042,,PLN-DEN-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000133,EE0000042,,PLN-VIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000134,EE0000042,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000135,EE0000042,,PLN-DIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000136,EE0000043,,PLN-MED-008,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000137,EE0000043,,PLN-DEN-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000138,EE0000043,,PLN-VIS-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000139,EE0000043,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000140,EE0000044,,PLN-MED-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000141,EE0000044,,PLN-DEN-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000142,EE0000044,,PLN-VIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000143,EE0000044,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000144,EE0000044,,PLN-DIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000145,EE0000045,,PLN-MED-005,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000146,EE0000045,,PLN-DEN-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000147,EE0000045,,PLN-VIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000148,EE0000045,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000149,EE0000046,,PLN-MED-005,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000150,EE0000046,,PLN-DEN-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000151,EE0000046,,PLN-VIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000152,EE0000046,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000153,EE0000047,,PLN-MED-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000154,EE0000047,,PLN-DEN-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000155,EE0000047,,PLN-VIS-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000156,EE0000047,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000157,EE0000048,,PLN-MED-005,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000158,EE0000048,,PLN-DEN-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000159,EE0000048,,PLN-VIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000160,EE0000048,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000161,EE0000048,,PLN-DIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000162,EE0000049,,PLN-MED-005,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000163,EE0000049,,PLN-DEN-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000164,EE0000049,,PLN-LIF-001,2026-01-08,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000165,EE0000050,,PLN-MED-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000166,EE0000050,,PLN-DEN-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000167,EE0000050,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000168,EE0000051,,PLN-MED-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000169,EE0000051,,PLN-DEN-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000170,EE0000051,,PLN-VIS-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000171,EE0000051,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000172,EE0000051,,PLN-DIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000173,EE0000052,,PLN-MED-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000174,EE0000052,,PLN-DEN-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000175,EE0000052,,PLN-VIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000176,EE0000052,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000177,EE0000052,,PLN-DIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000178,EE0000053,,PLN-MED-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000179,EE0000053,,PLN-DEN-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000180,EE0000053,,PLN-VIS-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000181,EE0000053,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000182,EE0000053,,PLN-DIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000183,EE0000054,,PLN-MED-005,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000184,EE0000054,,PLN-DEN-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000185,EE0000054,,PLN-VIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000186,EE0000054,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000187,EE0000054,,PLN-DIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000188,EE0000056,,PLN-MED-005,2026-04-30,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000189,EE0000056,,PLN-DEN-001,2026-04-30,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000190,EE0000056,,PLN-VIS-001,2026-04-30,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000191,EE0000056,,PLN-LIF-001,2026-04-30,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000192,EE0000058,,PLN-MED-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000193,EE0000058,,PLN-DEN-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000194,EE0000058,,PLN-VIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000195,EE0000058,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000196,EE0000059,,PLN-MED-008,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000197,EE0000059,,PLN-DEN-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000198,EE0000059,,PLN-VIS-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000199,EE0000059,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000200,EE0000060,,PLN-MED-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000201,EE0000060,,PLN-DEN-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000202,EE0000060,,PLN-VIS-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000203,EE0000061,,PLN-MED-007,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000204,EE0000061,,PLN-DEN-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000205,EE0000061,,PLN-VIS-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000206,EE0000061,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000207,EE0000061,,PLN-DIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000208,EE0000062,,PLN-MED-006,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000209,EE0000062,,PLN-DEN-002,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000210,EE0000062,,PLN-VIS-002,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000211,EE0000062,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000212,EE0000063,,PLN-MED-008,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000213,EE0000063,,PLN-DEN-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000214,EE0000063,,PLN-VIS-004,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000215,EE0000063,,PLN-DIS-001,2026-01-15,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000216,EE0000064,,PLN-MED-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000217,EE0000064,,PLN-DEN-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000218,EE0000064,,PLN-VIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000219,EE0000064,,PLN-LIF-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000220,EE0000064,,PLN-DIS-001,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000221,EE0000065,,PLN-MED-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000222,EE0000065,,PLN-DEN-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000223,EE0000065,,PLN-VIS-003,2026-01-01,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
ELG000000224,EE0000065,,PLN-LIF-001,2026-01-08,,Active,2026-07-02T02:15:00Z,Northstar Benefits Administration
